Date,sku_id,category,units sold,promotions,customers_visits,conversion_rate
2025-07-26,628-004/0321-91,Sofas,0,On Promotion,708,0.0
2025-07-27,628-004/0321-91,Sofas,1,On Promotion,269,0.0037
2025-07-28,628-004/0321-91,Sofas,1,On Promotion,224,0.0045
2025-07-29,628-004/0321-91,Sofas,0,On Promotion,480,0.0
2025-07-30,628-004/0321-91,Sofas,0,On Promotion,566,0.0
2025-07-31,628-004/0321-91,Sofas,1,On Promotion,272,0.0037
2025-08-01,628-004/0321-91,Sofas,1,On Promotion,460,0.0022
2025-08-02,628-004/0321-91,Sofas,2,On Promotion,629,0.0032
2025-08-03,628-004/0321-91,Sofas,2,On Promotion,444,0.0045
2025-08-04,628-004/0321-91,Sofas,1,On Promotion,277,0.0036
2025-08-05,628-004/0321-91,Sofas,1,On Promotion,300,0.0033
2025-08-06,628-004/0321-91,Sofas,1,On Promotion,362,0.0028
2025-08-07,628-004/0321-91,Sofas,0,On Promotion,643,0.0
2025-08-08,628-004/0321-91,Sofas,3,On Promotion,788,0.0038
2025-08-09,628-004/0321-91,Sofas,0,On Promotion,611,0.0
2025-08-10,628-004/0321-91,Sofas,0,On Promotion,841,0.0
2025-08-11,628-004/0321-91,Sofas,1,On Promotion,216,0.0046
2025-08-12,628-004/0321-91,Sofas,2,On Promotion,455,0.0044
2025-08-13,628-004/0321-91,Sofas,1,On Promotion,213,0.0047
2025-08-14,628-004/0321-91,Sofas,0,On Promotion,555,0.0
2025-08-15,628-004/0321-91,Sofas,2,On Promotion,743,0.0027
2025-08-16,628-004/0321-91,Sofas,0,On Promotion,670,0.0
2025-08-17,628-004/0321-91,Sofas,1,On Promotion,333,0.003
2025-08-18,628-004/0321-91,Sofas,0,On Promotion,696,0.0
2025-08-19,628-004/0321-91,Sofas,5,On Promotion,1629,0.0031
2025-08-20,628-004/0321-91,Sofas,1,On Promotion,148,0.0068
2025-08-21,628-004/0321-91,Sofas,0,On Promotion,724,0.0
2025-08-22,628-004/0321-91,Sofas,0,On Promotion,654,0.0
2025-08-23,628-004/0321-91,Sofas,1,On Promotion,295,0.0034
2025-08-24,628-004/0321-91,Sofas,0,On Promotion,629,0.0
2025-08-25,628-004/0321-91,Sofas,0,On Promotion,571,0.0
2025-08-26,628-004/0321-91,Sofas,1,On Promotion,158,0.0063
2025-08-27,628-004/0321-91,Sofas,3,On Promotion,918,0.0033
2025-08-28,628-004/0321-91,Sofas,1,On Promotion,224,0.0045
2025-08-29,628-004/0321-91,Sofas,1,On Promotion,430,0.0023
2025-08-30,628-004/0321-91,Sofas,1,On Promotion,307,0.0033
2025-08-31,628-004/0321-91,Sofas,2,On Promotion,522,0.0038
2025-09-01,628-004/0321-91,Sofas,2,On Promotion,444,0.0045
2025-09-02,628-004/0321-91,Sofas,1,On Promotion,365,0.0027
2025-09-03,628-004/0321-91,Sofas,1,On Promotion,213,0.0047
2025-09-04,628-004/0321-91,Sofas,0,On Promotion,669,0.0
2025-09-05,628-004/0321-91,Sofas,0,On Promotion,664,0.0
2025-09-06,628-004/0321-91,Sofas,0,On Promotion,669,0.0
2025-09-07,628-004/0321-91,Sofas,0,On Promotion,669,0.0
2025-09-08,628-004/0321-91,Sofas,1,On Promotion,231,0.0043
2025-09-09,628-004/0321-91,Sofas,0,On Promotion,550,0.0
2025-09-10,628-004/0321-91,Sofas,1,On Promotion,406,0.0025
2025-09-11,628-004/0321-91,Sofas,1,On Promotion,292,0.0034
2025-09-12,628-004/0321-91,Sofas,1,On Promotion,310,0.0032
2025-09-13,628-004/0321-91,Sofas,1,On Promotion,464,0.0022
2025-09-14,628-004/0321-91,Sofas,0,On Promotion,623,0.0
2025-09-15,628-004/0321-91,Sofas,1,On Promotion,203,0.0049
2025-09-16,628-004/0321-91,Sofas,0,On Promotion,669,0.0
2025-09-17,628-004/0321-91,Sofas,1,On Promotion,253,0.004
2025-09-18,628-004/0321-91,Sofas,2,On Promotion,502,0.004
2025-09-19,628-004/0321-91,Sofas,1,On Promotion,140,0.0071
2025-09-20,628-004/0321-91,Sofas,0,On Promotion,528,0.0
2025-09-21,628-004/0321-91,Sofas,0,On Promotion,561,0.0
2025-09-22,628-004/0321-91,Sofas,3,On Promotion,827,0.0036
2025-09-23,628-004/0321-91,Sofas,0,On Promotion,555,0.0
2025-09-24,628-004/0321-91,Sofas,1,On Promotion,208,0.0048
2025-09-25,628-004/0321-91,Sofas,2,On Promotion,410,0.0049
2025-09-26,628-004/0321-91,Sofas,1,On Promotion,247,0.004
2025-09-27,628-004/0321-91,Sofas,2,On Promotion,700,0.0029
2025-09-28,628-004/0321-91,Sofas,1,On Promotion,227,0.0044
2025-09-29,628-004/0321-91,Sofas,1,On Promotion,318,0.0031
2025-09-30,628-004/0321-91,Sofas,1,On Promotion,388,0.0026
2025-10-01,628-004/0321-91,Sofas,1,On Promotion,222,0.0045
2025-10-02,628-004/0321-91,Sofas,4,On Promotion,1045,0.0038
2025-10-03,628-004/0321-91,Sofas,0,On Promotion,728,0.0
2025-10-04,628-004/0321-91,Sofas,0,On Promotion,1008,0.0
2025-10-05,628-004/0321-91,Sofas,0,On Promotion,841,0.0
2025-10-06,628-004/0321-91,Sofas,1,On Promotion,270,0.0037
2025-10-07,628-004/0321-91,Sofas,0,On Promotion,625,0.0
2025-10-08,628-004/0321-91,Sofas,0,On Promotion,728,0.0
2025-10-09,628-004/0321-91,Sofas,1,On Promotion,269,0.0037
2025-10-10,628-004/0321-91,Sofas,2,On Promotion,1154,0.0017
2025-10-11,628-004/0321-91,Sofas,1,On Promotion,227,0.0044
2025-10-12,628-004/0321-91,Sofas,0,On Promotion,841,0.0
2025-10-13,628-004/0321-91,Sofas,0,On Promotion,736,0.0
2025-10-14,628-004/0321-91,Sofas,3,On Promotion,662,0.0045
2025-10-15,628-004/0321-91,Sofas,1,On Promotion,305,0.0033
2025-10-16,628-004/0321-91,Sofas,1,On Promotion,215,0.0047
2025-10-17,628-004/0321-91,Sofas,2,On Promotion,1202,0.0017
2025-10-18,628-004/0321-91,Sofas,0,On Promotion,1008,0.0
2025-10-19,628-004/0321-91,Sofas,3,On Promotion,917,0.0033
2025-10-20,628-004/0321-91,Sofas,2,On Promotion,835,0.0024
2025-10-21,628-004/0321-91,Sofas,2,On Promotion,421,0.0048
2025-10-22,628-004/0321-91,Sofas,0,On Promotion,674,0.0
2025-10-23,628-004/0321-91,Sofas,1,On Promotion,429,0.0023
2025-10-24,628-004/0321-91,Sofas,2,On Promotion,551,0.0036
2025-10-25,628-004/0321-91,Sofas,1,On Promotion,271,0.0037
2025-10-26,628-004/0321-91,Sofas,1,On Promotion,349,0.0029
2025-10-27,628-004/0321-91,Sofas,1,On Promotion,248,0.004
2025-10-28,628-004/0321-91,Sofas,1,On Promotion,198,0.0051
2025-10-29,628-004/0321-91,Sofas,1,On Promotion,256,0.0039
2025-10-30,628-004/0321-91,Sofas,2,On Promotion,464,0.0043
2025-10-31,628-004/0321-91,Sofas,2,On Promotion,704,0.0028
2025-11-01,628-004/0321-91,Sofas,1,On Promotion,339,0.0029
2025-11-02,628-004/0321-91,Sofas,1,On Promotion,291,0.0034
2025-11-03,628-004/0321-91,Sofas,0,On Promotion,609,0.0
2025-11-04,628-004/0321-91,Sofas,1,On Promotion,344,0.0029
2025-11-05,628-004/0321-91,Sofas,0,On Promotion,669,0.0
2025-11-06,628-004/0321-91,Sofas,1,On Promotion,222,0.0045
2025-11-07,628-004/0321-91,Sofas,2,On Promotion,708,0.0028
2025-11-08,628-004/0321-91,Sofas,0,On Promotion,670,0.0
2025-11-09,628-004/0321-91,Sofas,0,On Promotion,675,0.0
2025-11-10,628-004/0321-91,Sofas,1,On Promotion,340,0.0029
2025-11-11,628-004/0321-91,Sofas,0,On Promotion,624,0.0
2025-11-12,628-004/0321-91,Sofas,0,On Promotion,480,0.0
2025-11-13,628-004/0321-91,Sofas,1,On Promotion,319,0.0031
2025-11-14,628-004/0321-91,Sofas,0,On Promotion,654,0.0
2025-11-15,628-004/0321-91,Sofas,1,On Promotion,212,0.0047
2025-11-16,628-004/0321-91,Sofas,1,On Promotion,299,0.0033
2025-11-17,628-004/0321-91,Sofas,1,On Promotion,227,0.0044
2025-11-18,628-004/0321-91,Sofas,0,On Promotion,916,0.0
2025-11-19,628-004/0321-91,Sofas,4,On Promotion,1354,0.003
2025-11-20,628-004/0321-91,Sofas,0,On Promotion,643,0.0
2025-11-21,628-004/0321-91,Sofas,1,On Promotion,192,0.0052
2025-11-22,628-004/0321-91,Sofas,1,On Promotion,199,0.005
2025-11-23,628-004/0321-91,Sofas,0,On Promotion,708,0.0
2025-11-24,628-004/0321-91,Sofas,1,On Promotion,287,0.0035
2025-11-25,628-004/0321-91,Sofas,2,On Promotion,722,0.0028
2025-11-26,628-004/0321-91,Sofas,0,On Promotion,659,0.0
2025-11-27,628-004/0321-91,Sofas,1,On Promotion,320,0.0031
2025-11-28,628-004/0321-91,Sofas,4,On Promotion,1248,0.0032
2025-11-29,628-004/0321-91,Sofas,1,On Promotion,261,0.0038
2025-11-30,628-004/0321-91,Sofas,1,On Promotion,280,0.0036
2025-12-01,628-004/0321-91,Sofas,1,On Promotion,355,0.0028
2025-12-02,628-004/0321-91,Sofas,0,On Promotion,664,0.0
2025-12-03,628-004/0321-91,Sofas,1,On Promotion,144,0.0069
2025-12-04,628-004/0321-91,Sofas,3,On Promotion,1369,0.0022
2025-12-05,628-004/0321-91,Sofas,1,On Promotion,327,0.0031
2025-12-06,628-004/0321-91,Sofas,1,On Promotion,343,0.0029
2025-12-07,628-004/0321-91,Sofas,0,On Promotion,675,0.0
2025-12-08,628-004/0321-91,Sofas,0,On Promotion,571,0.0
2025-12-09,628-004/0321-91,Sofas,1,On Promotion,347,0.0029
2025-12-10,628-004/0321-91,Sofas,2,On Promotion,658,0.003
2025-12-11,628-004/0321-91,Sofas,0,On Promotion,664,0.0
2025-12-12,628-004/0321-91,Sofas,2,On Promotion,334,0.006
2025-12-13,628-004/0321-91,Sofas,1,On Promotion,233,0.0043
2025-12-14,628-004/0321-91,Sofas,0,On Promotion,605,0.0
2025-12-15,628-004/0321-91,Sofas,1,On Promotion,260,0.0038
2025-12-16,628-004/0321-91,Sofas,0,On Promotion,938,0.0
2025-12-17,628-004/0321-91,Sofas,2,On Promotion,468,0.0043
2025-12-18,628-004/0321-91,Sofas,1,On Promotion,426,0.0023
2025-12-19,628-004/0321-91,Sofas,0,On Promotion,707,0.0
2025-12-20,628-004/0321-91,Sofas,2,On Promotion,482,0.0041
2025-12-21,628-004/0321-91,Sofas,0,On Promotion,742,0.0
2025-12-22,628-004/0321-91,Sofas,1,On Promotion,415,0.0024
2025-12-23,628-004/0321-91,Sofas,1,On Promotion,371,0.0027
2025-12-24,628-004/0321-91,Sofas,1,On Promotion,559,0.0018
2025-12-25,628-004/0321-91,Sofas,1,On Promotion,264,0.0038
2025-12-26,628-004/0321-91,Sofas,2,On Promotion,583,0.0034
2025-12-27,628-004/0321-91,Sofas,1,On Promotion,257,0.0039
2025-12-28,628-004/0321-91,Sofas,1,On Promotion,337,0.003
2025-12-29,628-004/0321-91,Sofas,1,On Promotion,303,0.0033
2025-12-30,628-004/0321-91,Sofas,0,On Promotion,724,0.0
2025-12-31,628-004/0321-91,Sofas,1,On Promotion,362,0.0028
2026-01-01,628-004/0321-91,Sofas,2,On Promotion,879,0.0023
2026-01-02,628-004/0321-91,Sofas,3,On Promotion,650,0.0046
2026-01-03,628-004/0321-91,Sofas,1,On Promotion,338,0.003
2026-01-04,628-004/0321-91,Sofas,2,On Promotion,692,0.0029
2026-01-05,628-004/0321-91,Sofas,0,On Promotion,724,0.0
2026-01-06,628-004/0321-91,Sofas,1,On Promotion,400,0.0025
2026-01-07,628-004/0321-91,Sofas,2,On Promotion,709,0.0028
2026-01-08,628-004/0321-91,Sofas,0,On Promotion,608,0.0
2026-01-09,628-004/0321-91,Sofas,0,On Promotion,469,0.0
2026-01-10,628-004/0321-91,Sofas,0,On Promotion,516,0.0
2026-01-11,628-004/0321-91,Sofas,1,On Promotion,249,0.004
2026-01-12,628-004/0321-91,Sofas,3,On Promotion,866,0.0035
2026-01-13,628-004/0321-91,Sofas,1,On Promotion,270,0.0037
2026-01-14,628-004/0321-91,Sofas,0,On Promotion,469,0.0
2026-01-15,628-004/0321-91,Sofas,1,On Promotion,317,0.0032
2026-01-16,628-004/0321-91,Sofas,1,On Promotion,267,0.0037
2026-01-17,628-004/0321-91,Sofas,0,On Promotion,704,0.0
2026-01-18,628-004/0321-91,Sofas,0,On Promotion,708,0.0
2026-01-19,628-004/0321-91,Sofas,1,On Promotion,253,0.004
2026-01-20,628-004/0321-91,Sofas,2,On Promotion,643,0.0031
2026-01-21,628-004/0321-91,Sofas,1,On Promotion,322,0.0031
2026-01-22,628-004/0321-91,Sofas,1,On Promotion,228,0.0044
2026-01-23,628-004/0321-91,Sofas,2,On Promotion,517,0.0039
2026-01-24,628-004/0321-91,Sofas,0,On Promotion,725,0.0
2026-01-25,628-004/0321-91,Sofas,0,On Promotion,629,0.0
2026-01-26,628-004/0321-91,Sofas,1,On Promotion,192,0.0052
2026-01-27,628-004/0321-91,Sofas,0,On Promotion,730,0.0
2026-01-28,628-004/0321-91,Sofas,0,On Promotion,571,0.0
2026-01-29,628-004/0321-91,Sofas,0,On Promotion,510,0.0
2026-01-30,628-004/0321-91,Sofas,0,On Promotion,613,0.0
2026-01-31,628-004/0321-91,Sofas,1,On Promotion,384,0.0026
2026-02-01,628-004/0321-91,Sofas,0,On Promotion,720,0.0
2026-02-02,628-004/0321-91,Sofas,2,On Promotion,461,0.0043
2026-02-03,628-004/0321-91,Sofas,1,On Promotion,232,0.0043
2026-02-04,628-004/0321-91,Sofas,2,On Promotion,585,0.0034
2026-02-05,628-004/0321-91,Sofas,2,On Promotion,761,0.0026
2026-02-06,628-004/0321-91,Sofas,1,On Promotion,248,0.004
2026-02-07,628-004/0321-91,Sofas,0,On Promotion,611,0.0
2026-02-08,628-004/0321-91,Sofas,0,On Promotion,611,0.0
2026-02-09,628-004/0321-91,Sofas,1,On Promotion,437,0.0023
2026-02-10,628-004/0321-91,Sofas,2,On Promotion,575,0.0035
2026-02-11,628-004/0321-91,Sofas,0,On Promotion,938,0.0
2026-02-12,628-004/0321-91,Sofas,0,On Promotion,510,0.0
2026-02-13,628-004/0321-91,Sofas,4,On Promotion,764,0.0052
2026-02-14,628-004/0321-91,Sofas,1,On Promotion,302,0.0033
2026-02-15,628-004/0321-91,Sofas,2,On Promotion,468,0.0043
2026-02-16,628-004/0321-91,Sofas,0,On Promotion,736,0.0
2026-02-17,628-004/0321-91,Sofas,2,On Promotion,797,0.0025
2026-02-18,628-004/0321-91,Sofas,0,On Promotion,669,0.0
2026-02-19,628-004/0321-91,Sofas,4,On Promotion,1679,0.0024
2026-02-20,628-004/0321-91,Sofas,0,On Promotion,654,0.0
2026-02-21,628-004/0321-91,Sofas,1,On Promotion,212,0.0047
2026-02-22,628-004/0321-91,Sofas,1,On Promotion,393,0.0025
2026-02-23,628-004/0321-91,Sofas,1,On Promotion,211,0.0047
2026-02-24,628-004/0321-91,Sofas,2,On Promotion,711,0.0028
2026-02-25,628-004/0321-91,Sofas,1,On Promotion,232,0.0043
2026-02-26,628-004/0321-91,Sofas,0,On Promotion,625,0.0
2026-02-27,628-004/0321-91,Sofas,1,On Promotion,508,0.002
2026-02-28,628-004/0321-91,Sofas,1,On Promotion,279,0.0036
2026-03-01,628-004/0321-91,Sofas,1,On Promotion,487,0.0021
2026-03-02,628-004/0321-91,Sofas,0,On Promotion,640,0.0
2026-03-03,628-004/0321-91,Sofas,1,On Promotion,219,0.0046
2026-03-04,628-004/0321-91,Sofas,0,On Promotion,566,0.0
2026-03-05,628-004/0321-91,Sofas,0,On Promotion,669,0.0
2026-03-06,628-004/0321-91,Sofas,2,On Promotion,773,0.0026
2026-03-07,628-004/0321-91,Sofas,1,On Promotion,369,0.0027
2026-03-08,628-004/0321-91,Sofas,0,On Promotion,704,0.0
2026-03-09,628-004/0321-91,Sofas,1,On Promotion,356,0.0028
2026-03-10,628-004/0321-91,Sofas,0,On Promotion,571,0.0
2026-03-11,628-004/0321-91,Sofas,0,On Promotion,643,0.0
2026-03-12,628-004/0321-91,Sofas,0,On Promotion,730,0.0
2026-03-13,628-004/0321-91,Sofas,0,On Promotion,571,0.0
2026-03-14,628-004/0321-91,Sofas,0,On Promotion,731,0.0
2026-03-15,628-004/0321-91,Sofas,0,On Promotion,552,0.0
2026-03-16,628-004/0321-91,Sofas,1,On Promotion,177,0.0056
2026-03-17,628-004/0321-91,Sofas,1,On Promotion,324,0.0031
2026-03-18,628-004/0321-91,Sofas,0,On Promotion,916,0.0
2026-03-19,628-004/0321-91,Sofas,0,On Promotion,724,0.0
2026-03-20,628-004/0321-91,Sofas,2,On Promotion,542,0.0037
2026-03-21,628-004/0321-91,Sofas,0,On Promotion,822,0.0
2026-03-22,628-004/0321-91,Sofas,3,On Promotion,1016,0.003
2026-03-23,628-004/0321-91,Sofas,0,On Promotion,654,0.0
2026-03-24,628-004/0321-91,Sofas,0,On Promotion,664,0.0
2026-03-25,628-004/0321-91,Sofas,1,On Promotion,192,0.0052
2026-03-26,628-004/0321-91,Sofas,0,On Promotion,480,0.0
2026-03-27,628-004/0321-91,Sofas,1,On Promotion,263,0.0038
2026-03-28,628-004/0321-91,Sofas,0,On Promotion,766,0.0
2026-03-29,628-004/0321-91,Sofas,1,On Promotion,400,0.0025
2026-03-30,628-004/0321-91,Sofas,1,On Promotion,371,0.0027
2026-03-31,628-004/0321-91,Sofas,1,On Promotion,445,0.0022
2026-04-01,628-004/0321-91,Sofas,0,On Promotion,707,0.0
2026-04-02,628-004/0321-91,Sofas,2,On Promotion,941,0.0021
2026-04-03,628-004/0321-91,Sofas,0,On Promotion,501,0.0
2026-04-04,628-004/0321-91,Sofas,1,On Promotion,267,0.0037
2026-04-05,628-004/0321-91,Sofas,2,On Promotion,670,0.003
2026-04-06,628-004/0321-91,Sofas,2,On Promotion,433,0.0046
2026-04-07,628-004/0321-91,Sofas,2,On Promotion,549,0.0036
2026-04-08,628-004/0321-91,Sofas,0,On Promotion,480,0.0
2026-04-09,628-004/0321-91,Sofas,1,On Promotion,419,0.0024
2026-04-10,628-004/0321-91,Sofas,1,On Promotion,311,0.0032
2026-04-11,628-004/0321-91,Sofas,2,On Promotion,697,0.0029
2026-04-12,628-004/0321-91,Sofas,1,On Promotion,330,0.003
2026-04-13,628-004/0321-91,Sofas,0,On Promotion,613,0.0
2026-04-14,628-004/0321-91,Sofas,0,On Promotion,916,0.0
2026-04-15,628-004/0321-91,Sofas,1,On Promotion,233,0.0043
2026-04-16,628-004/0321-91,Sofas,1,On Promotion,401,0.0025
2026-04-17,628-004/0321-91,Sofas,1,On Promotion,275,0.0036
2026-04-18,628-004/0321-91,Sofas,3,On Promotion,1410,0.0021
2026-04-19,628-004/0321-91,Sofas,0,On Promotion,804,0.0
2026-04-20,628-004/0321-91,Sofas,0,On Promotion,555,0.0
2026-04-21,628-004/0321-91,Sofas,4,On Promotion,2106,0.0019
2026-04-22,628-004/0321-91,Sofas,1,On Promotion,270,0.0037
2026-04-23,628-004/0321-91,Sofas,2,On Promotion,684,0.0029
2026-04-24,628-004/0321-91,Sofas,2,On Promotion,469,0.0043
2026-04-25,628-004/0321-91,Sofas,2,On Promotion,772,0.0026
2026-04-26,628-004/0321-91,Sofas,1,On Promotion,382,0.0026
2026-04-27,628-004/0321-91,Sofas,1,On Promotion,274,0.0036
2026-04-28,628-004/0321-91,Sofas,1,On Promotion,246,0.0041
2026-04-29,628-004/0321-91,Sofas,0,On Promotion,643,0.0
2026-04-30,628-004/0321-91,Sofas,1,On Promotion,231,0.0043
2026-05-01,628-004/0321-91,Sofas,2,On Promotion,922,0.0022
2026-05-02,628-004/0321-91,Sofas,0,On Promotion,1032,0.0
2026-05-03,628-004/0321-91,Sofas,3,On Promotion,710,0.0042
2026-05-04,628-004/0321-91,Sofas,0,On Promotion,550,0.0
2026-05-05,628-004/0321-91,Sofas,1,On Promotion,224,0.0045
2026-05-06,628-004/0321-91,Sofas,2,On Promotion,621,0.0032
2026-05-07,628-004/0321-91,Sofas,0,On Promotion,510,0.0
2026-05-08,628-004/0321-91,Sofas,3,On Promotion,885,0.0034
2026-05-09,628-004/0321-91,Sofas,0,On Promotion,552,0.0
2026-05-10,628-004/0321-91,Sofas,0,On Promotion,797,0.0
2026-05-11,628-004/0321-91,Sofas,0,On Promotion,625,0.0
2026-05-12,628-004/0321-91,Sofas,0,On Promotion,707,0.0
2026-05-13,628-004/0321-91,Sofas,1,On Promotion,352,0.0028
2026-05-14,628-004/0321-91,Sofas,0,On Promotion,609,0.0
2026-05-15,628-004/0321-91,Sofas,1,On Promotion,267,0.0037
2026-05-16,628-004/0321-91,Sofas,3,On Promotion,716,0.0042
2026-05-17,628-004/0321-91,Sofas,1,On Promotion,450,0.0022
2026-05-18,628-004/0321-91,Sofas,1,On Promotion,416,0.0024
2026-05-19,628-004/0321-91,Sofas,1,On Promotion,203,0.0049
2026-05-20,628-004/0321-91,Sofas,0,On Promotion,659,0.0
2026-05-21,628-004/0321-91,Sofas,0,On Promotion,728,0.0
2026-05-22,628-004/0321-91,Sofas,2,On Promotion,1018,0.002
2026-05-23,628-004/0321-91,Sofas,2,On Promotion,713,0.0028
2026-05-24,628-004/0321-91,Sofas,0,On Promotion,528,0.0
2026-05-25,628-004/0321-91,Sofas,1,On Promotion,329,0.003
2026-05-26,628-004/0321-91,Sofas,0,On Promotion,669,0.0
2026-05-27,628-004/0321-91,Sofas,1,On Promotion,292,0.0034
2026-05-28,628-004/0321-91,Sofas,1,On Promotion,300,0.0033
2026-05-29,628-004/0321-91,Sofas,3,On Promotion,706,0.0042
2026-05-30,628-004/0321-91,Sofas,1,On Promotion,236,0.0042
2026-05-31,628-004/0321-91,Sofas,3,On Promotion,675,0.0044
2026-06-01,628-004/0321-91,Sofas,3,On Promotion,1097,0.0027
2026-06-02,628-004/0321-91,Sofas,1,On Promotion,292,0.0034
2026-06-03,628-004/0321-91,Sofas,2,On Promotion,574,0.0035
2026-06-04,628-004/0321-91,Sofas,0,On Promotion,654,0.0
2026-06-05,628-004/0321-91,Sofas,3,On Promotion,738,0.0041
2026-06-06,628-004/0321-91,Sofas,1,On Promotion,258,0.0039
2026-06-07,628-004/0321-91,Sofas,2,On Promotion,634,0.0032
2026-06-08,628-004/0321-91,Sofas,1,On Promotion,179,0.0056
2026-06-09,628-004/0321-91,Sofas,2,On Promotion,796,0.0025
2026-06-10,628-004/0321-91,Sofas,0,On Promotion,640,0.0
2026-06-11,628-004/0321-91,Sofas,2,On Promotion,496,0.004
2026-06-12,628-004/0321-91,Sofas,1,On Promotion,423,0.0024
2026-06-13,628-004/0321-91,Sofas,2,On Promotion,610,0.0033
2026-06-14,628-004/0321-91,Sofas,1,On Promotion,277,0.0036
2026-06-15,628-004/0321-91,Sofas,0,On Promotion,625,0.0
2026-06-16,628-004/0321-91,Sofas,2,On Promotion,703,0.0028
2026-06-17,628-004/0321-91,Sofas,2,On Promotion,627,0.0032
2026-06-18,628-004/0321-91,Sofas,0,On Promotion,747,0.0
2026-06-19,628-004/0321-91,Sofas,0,On Promotion,730,0.0
2026-06-20,628-004/0321-91,Sofas,2,On Promotion,510,0.0039
2026-06-21,628-004/0321-91,Sofas,0,On Promotion,675,0.0
2026-06-22,628-004/0321-91,Sofas,0,On Promotion,728,0.0
2026-06-23,628-004/0321-91,Sofas,1,On Promotion,314,0.0032
2026-06-24,628-004/0321-91,Sofas,2,On Promotion,458,0.0044
2026-06-25,628-004/0321-91,Sofas,0,On Promotion,501,0.0
2026-06-26,628-004/0321-91,Sofas,0,On Promotion,566,0.0
2026-06-27,628-004/0321-91,Sofas,1,On Promotion,264,0.0038
2026-06-28,628-004/0321-91,Sofas,1,On Promotion,273,0.0037
2026-06-29,628-004/0321-91,Sofas,0,On Promotion,730,0.0
2026-06-30,628-004/0321-91,Sofas,0,On Promotion,674,0.0
2026-07-01,628-004/0321-91,Sofas,0,On Promotion,764,0.0
2026-07-02,628-004/0321-91,Sofas,3,On Promotion,594,0.0051
2026-07-03,628-004/0321-91,Sofas,1,On Promotion,310,0.0032
2026-07-04,628-004/0321-91,Sofas,3,On Promotion,1130,0.0027
2026-07-05,628-004/0321-91,Sofas,1,On Promotion,247,0.004
2026-07-06,628-004/0321-91,Sofas,0,On Promotion,510,0.0
2026-07-07,628-004/0321-91,Sofas,2,On Promotion,797,0.0025
2026-07-08,628-004/0321-91,Sofas,0,On Promotion,613,0.0
2026-07-09,628-004/0321-91,Sofas,0,On Promotion,613,0.0
2026-07-10,628-004/0321-91,Sofas,2,On Promotion,389,0.0051
2026-07-11,628-004/0321-91,Sofas,2,On Promotion,559,0.0036
2026-07-12,628-004/0321-91,Sofas,0,On Promotion,605,0.0
2026-07-13,628-004/0321-91,Sofas,3,On Promotion,1260,0.0024
2026-07-14,628-004/0321-91,Sofas,2,On Promotion,391,0.0051
2026-07-15,628-004/0321-91,Sofas,2,On Promotion,390,0.0051
2026-07-16,628-004/0321-91,Sofas,0,On Promotion,608,0.0
2026-07-17,628-004/0321-91,Sofas,0,On Promotion,516,0.0
2026-07-18,628-004/0321-91,Sofas,1,On Promotion,379,0.0026
2026-07-19,628-004/0321-91,Sofas,0,On Promotion,552,0.0
2026-07-20,628-004/0321-91,Sofas,0,On Promotion,747,0.0
2026-07-21,628-004/0321-91,Sofas,0,On Promotion,747,0.0
2026-07-22,628-004/0321-91,Sofas,0,On Promotion,640,0.0
2026-07-23,628-004/0321-91,Sofas,1,On Promotion,258,0.0039
2026-07-24,628-004/0321-91,Sofas,0,On Promotion,674,0.0
2026-07-25,628-004/0321-91,Sofas,0,On Promotion,822,0.0
2026-07-26,628-004/0321-91,Sofas,2,On Promotion,513,0.0039
2026-07-27,628-004/0321-91,Sofas,1,On Promotion,306,0.0033
2026-07-28,628-004/0321-91,Sofas,1,On Promotion,312,0.0032
2026-07-29,628-004/0321-91,Sofas,0,On Promotion,654,0.0
2026-07-30,628-004/0321-91,Sofas,2,On Promotion,493,0.0041
2026-07-31,628-004/0321-91,Sofas,1,On Promotion,192,0.0052
2026-08-01,628-004/0321-91,Sofas,4,On Promotion,1885,0.0021
2026-08-02,628-004/0321-91,Sofas,1,On Promotion,245,0.0041
2026-08-03,628-004/0321-91,Sofas,0,On Promotion,938,0.0
2026-08-04,628-004/0321-91,Sofas,0,On Promotion,764,0.0
2026-08-05,628-004/0321-91,Sofas,1,On Promotion,314,0.0032
2026-08-06,628-004/0321-91,Sofas,0,On Promotion,555,0.0
2026-08-07,628-004/0321-91,Sofas,2,On Promotion,491,0.0041
2026-08-08,628-004/0321-91,Sofas,2,On Promotion,337,0.0059
2026-08-09,628-004/0321-91,Sofas,1,On Promotion,361,0.0028
2026-08-10,628-004/0321-91,Sofas,1,On Promotion,231,0.0043
2026-08-11,628-004/0321-91,Sofas,0,On Promotion,510,0.0
2026-08-12,628-004/0321-91,Sofas,1,On Promotion,317,0.0032
2026-08-13,628-004/0321-91,Sofas,1,On Promotion,314,0.0032
2026-08-14,628-004/0321-91,Sofas,0,On Promotion,916,0.0
2026-08-15,628-004/0321-91,Sofas,0,On Promotion,841,0.0
2026-08-16,628-004/0321-91,Sofas,0,On Promotion,766,0.0
2026-08-17,628-004/0321-91,Sofas,1,On Promotion,455,0.0022
2026-08-18,628-004/0321-91,Sofas,1,On Promotion,345,0.0029
2026-08-19,628-004/0321-91,Sofas,0,On Promotion,669,0.0
2026-08-20,628-004/0321-91,Sofas,0,On Promotion,674,0.0
2026-08-21,628-004/0321-91,Sofas,1,On Promotion,276,0.0036
